date,type,bot@,qty,tp,cost
2020-08-24, BUY, 35.99, 3918, 140989.23, 3
2020-08-25, SELL, 36.83, 3918, 144280.35, 1
2020-08-26, BUY, 39.18, 3649, 142976.94, 1
2020-08-31, SELL, 40.34, 3649, 147200.66, 5
2020-09-01, BUY, 42.44, 3419, 145085.27, 1
2020-09-02, SELL, 43.63, 3419, 149179.52, 1
2020-09-03, BUY, 36.93, 3865, 142744.11, 1
2020-09-04, BUY, 35.41, 4162, 147376.42, 1
2020-09-08, BUY, 30.41, 5634, 171301.77, 4
2020-09-09, SELL, 33.02, 5634, 186020.61, 1
2020-09-10, BUY, 31.11, 11379, 353972.24, 1
2020-09-14, SELL, 32.00, 11379, 364071.11, 4
2020-09-15, BUY, 33.35, 11125, 371074.37, 1
2020-10-01, SELL, 34.26, 11125, 381114.68, 16
2020-10-02, BUY, 31.43, 11266, 354118.55, 1
2020-10-05, SELL, 33.42, 11266, 376453.40, 3
2020-10-06, BUY, 31.62, 11531, 364610.23, 1
2020-10-07, SELL, 33.28, 11531, 383780.52, 1
2020-10-08, BUY, 33.77, 11306, 381831.87, 1
2020-10-09, SELL, 35.28, 11306, 398819.17, 1
2020-10-12, SELL, 38.56, 4162, 160507.52, 3
2020-10-13, SELL, 38.57, 3865, 149073.05, 1
2020-10-14, BUY, 37.62, 6284, 236388.37, 1
2020-10-15, BUY, 36.84, 6729, 247896.36, 1
2020-10-16, BUY, 36.28, 7056, 255956.41, 1
2020-11-05, SELL, 37.72, 7056, 266169.96, 20
2020-11-06, SELL, 37.85, 6729, 254692.64, 1
2020-11-09, BUY, 35.54, 7144, 253897.77, 3
2020-11-10, BUY, 33.62, 8183, 275132.93, 1
2020-11-11, SELL, 35.88, 8183, 293626.50, 1
2020-11-13, SELL, 36.28, 7144, 259220.04, 2
2020-11-17, BUY, 36.78, 7259, 266967.87, 4
2020-11-18, BUY, 35.92, 7843, 281759.77, 1
2020-11-19, SELL, 36.81, 7843, 288740.03, 1
2020-11-20, BUY, 36.07, 8026, 289477.76, 1
2020-11-24, SELL, 37.55, 8026, 301376.29, 4
2020-11-25, SELL, 38.26, 7259, 277711.19, 1
2020-11-27, SELL, 39.30, 6284, 246976.92, 2
2020-11-30, BUY, 39.51, 6793, 268357.47, 3
2020-12-01, SELL, 41.06, 6793, 278903.59, 1
2020-12-02, BUY, 41.22, 6516, 268605.81, 1
2020-12-04, SELL, 41.90, 6516, 273004.10, 2
2020-12-07, BUY, 42.61, 6335, 269918.50, 3
2020-12-09, BUY, 40.12, 6912, 277292.16, 2
2020-12-14, SELL, 41.19, 6912, 284670.73, 5
2020-12-17, SELL, 44.06, 6335, 279135.94, 3
2020-12-18, BUY, 43.58, 6430, 280235.48, 1
2020-12-28, SELL, 44.97, 6430, 289173.17, 10
2020-12-29, BUY, 45.10, 6357, 286732.48, 1
2021-01-04, BUY, 43.46, 6727, 292372.25, 6
2021-01-05, SELL, 44.55, 6727, 299704.68, 1
2021-01-06, BUY, 42.71, 6801, 290470.70, 1
2021-01-07, SELL, 45.79, 6801, 311451.78, 1
2021-01-08, SELL, 47.57, 6357, 302402.49, 1
2021-01-11, BUY, 45.47, 6446, 293083.50, 3
2021-01-13, SELL, 46.15, 6446, 297482.91, 2
2021-01-14, BUY, 45.45, 6486, 294772.47, 1
2021-01-15, BUY, 44.34, 6821, 302460.18, 1
2021-01-19, SELL, 46.26, 6821, 315573.56, 4
2021-01-20, SELL, 49.49, 6486, 320992.15, 1
2021-01-21, BUY, 50.72, 6115, 310152.81, 1
2021-01-25, SELL, 51.65, 6115, 315870.32, 4
2021-01-26, BUY, 51.71, 6060, 313362.59, 1
2021-01-27, BUY, 47.54, 6821, 324270.35, 1
2021-01-29, BUY, 45.24, 7470, 337905.45, 2
2021-02-01, SELL, 48.56, 7470, 362743.21, 3
2021-02-02, SELL, 50.91, 6821, 347257.11, 1
2021-02-03, BUY, 50.33, 6926, 348550.96, 1
2021-02-04, SELL, 52.10, 6926, 360879.23, 1
2021-02-05, SELL, 52.65, 6060, 319059.01, 1
2021-02-08, BUY, 53.68, 6305, 338452.40, 3
2021-02-12, SELL, 55.06, 6305, 347121.78, 4
2021-02-16, BUY, 54.60, 6281, 342911.20, 4
2021-02-18, BUY, 53.11, 6702, 355943.22, 2
2021-02-22, BUY, 48.35, 7637, 369248.94, 4
2021-04-05, SELL, 50.83, 7637, 388188.72, 42
2021-04-06, BUY, 50.71, 7966, 403955.85, 1
2021-04-08, SELL, 52.68, 7966, 419648.88, 2
2021-04-13, SELL, 55.26, 6702, 370319.02, 5
2021-04-14, BUY, 53.31, 7202, 383974.62, 1
2021-04-15, SELL, 55.67, 7202, 400935.33, 1
2021-04-16, SELL, 55.90, 6281, 351139.30, 1
2021-04-19, BUY, 54.38, 6775, 368424.51, 3
2021-04-20, BUY, 53.19, 7121, 378765.98, 1
2021-04-21, SELL, 54.53, 7121, 388343.73, 1
2021-04-22, BUY, 52.55, 7326, 384981.29, 1
2021-04-23, SELL, 54.53, 7326, 399486.77, 1
2021-04-26, SELL, 55.61, 6775, 376757.75, 3
2021-04-27, BUY, 54.88, 6931, 380373.29, 1
2021-04-30, BUY, 53.83, 7255, 390536.66, 3
2021-05-03, BUY, 52.95, 7673, 406285.36, 3
2021-06-10, SELL, 54.18, 7673, 415723.14, 38
2021-06-14, SELL, 56.14, 7255, 407295.70, 4
2021-06-17, SELL, 56.54, 6931, 391913.38, 3
2021-06-18, BUY, 55.19, 7109, 392381.25, 1
2021-06-21, SELL, 56.21, 7109, 399561.36, 3
2021-06-22, BUY, 57.78, 6824, 394256.61, 1
2021-06-24, SELL, 58.94, 6824, 402206.55, 2
2021-06-25, BUY, 58.76, 6764, 397418.83, 1
2021-06-28, SELL, 60.83, 6764, 411487.93, 3
2021-06-29, BUY, 61.52, 6509, 400433.68, 1
2021-07-02, SELL, 63.36, 6509, 412410.24, 3
2021-07-06, BUY, 64.21, 6309, 405100.88, 4
2021-07-12, SELL, 65.39, 6309, 412513.98, 6
2021-07-13, BUY, 65.35, 6191, 404581.84, 1
2021-07-15, BUY, 64.35, 6385, 410842.83, 2
2021-07-16, BUY, 62.76, 6826, 428433.89, 1
2021-07-21, SELL, 64.72, 6826, 441812.84, 5
2021-07-22, SELL, 66.08, 6385, 421952.72, 1
2021-07-23, SELL, 68.28, 6191, 422721.47, 1
2021-07-26, BUY, 68.57, 6125, 419960.64, 3
2021-07-27, BUY, 66.32, 6497, 430913.51, 1
2021-07-29, SELL, 67.38, 6497, 437767.84, 2
2021-07-30, BUY, 66.37, 6411, 425498.09, 1
2021-08-03, SELL, 67.50, 6411, 432774.54, 4
2021-08-11, BUY, 67.19, 6346, 426387.76, 8
2021-08-13, SELL, 68.57, 6346, 435145.22, 2
2021-08-17, BUY, 66.89, 6422, 429535.48, 4
2021-08-18, BUY, 64.94, 6978, 453151.34, 1
2021-08-20, SELL, 67.90, 6978, 473806.21, 2
2021-08-23, SELL, 70.93, 6422, 455480.37, 3
2021-08-24, SELL, 71.62, 6125, 438703.12, 1
2021-08-25, BUY, 71.71, 6212, 445431.47, 1
2021-08-26, BUY, 70.49, 6493, 457691.56, 1
2021-08-27, SELL, 72.55, 6493, 471067.17, 1
2021-08-30, SELL, 74.96, 6212, 465620.47, 3
2021-08-31, BUY, 74.75, 6118, 457289.93, 1
2021-09-07, SELL, 76.04, 6118, 465182.15, 7
2021-09-08, BUY, 75.25, 6089, 458227.68, 1
2021-09-10, BUY, 72.78, 6450, 469398.76, 2
2021-09-17, BUY, 71.12, 6814, 484611.70, 7
2021-10-21, SELL, 72.47, 6814, 493844.64, 34
2021-10-22, BUY, 70.64, 7229, 510656.56, 1
2021-10-25, SELL, 72.76, 7229, 525982.06, 3
2021-10-27, SELL, 74.02, 6450, 477428.98, 2
2021-10-28, SELL, 76.45, 6089, 465504.03, 1
2021-10-29, BUY, 77.58, 6105, 473625.91, 1
2021-11-02, SELL, 79.39, 6105, 484675.95, 4
2021-11-03, BUY, 81.91, 5824, 477043.86, 1
2021-11-04, SELL, 84.96, 5824, 494836.14, 1
2021-11-05, BUY, 85.28, 5670, 483537.59, 1
2021-11-09, BUY, 83.18, 5959, 495669.62, 4
2021-11-10, BUY, 79.54, 6675, 530896.15, 1
2021-11-12, SELL, 82.72, 6675, 552189.36, 2
2021-11-17, SELL, 84.51, 5959, 503595.10, 5
2021-11-18, SELL, 87.10, 5670, 493828.66, 1
2021-11-19, BUY, 88.57, 5664, 501660.48, 1
2021-11-22, BUY, 85.50, 5981, 511375.50, 3
2021-11-26, BUY, 80.42, 6732, 541387.43, 4
2021-11-29, SELL, 85.42, 6732, 575013.79, 3
2021-11-30, BUY, 81.75, 6759, 552514.47, 1
2021-12-07, SELL, 83.72, 6759, 565863.49, 7
2021-12-09, BUY, 81.22, 6765, 549453.31, 2
2021-12-10, SELL, 83.74, 6765, 566467.28, 1
2021-12-13, BUY, 80.14, 6924, 554854.75, 3
2021-12-15, SELL, 82.89, 6924, 573964.96, 2
2021-12-16, BUY, 76.57, 7801, 597322.57, 1
2021-12-21, SELL, 78.04, 7801, 608751.06, 5
2021-12-22, BUY, 80.82, 7700, 622314.00, 1
2021-12-23, SELL, 82.74, 7700, 637097.98, 1
2021-12-31, BUY, 83.17, 7699, 640287.34, 8
2022-01-03, SELL, 85.57, 7699, 658764.95, 3
2022-01-04, BUY, 82.24, 7963, 654877.10, 1
